"filename", "language", "JSON", "TypeScript", "JSON with Comments", "MS SQL", "TypeScript JSX", "JavaScript", "Markdown", "PowerShell", "PostCSS", "comment", "blank", "total"
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\appointment-requests\AppointmentStatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\appointment-requests\AppointmentTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\appointment-requests\AppointmentTableRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 75, 0, 0, 0, 0, 5, 10, 90
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\appointment-requests\PatientInfoCell.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicPagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 53
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicStatCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 6, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicStats.tsx", "TypeScript JSX", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicStatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 5, 22
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\clinic\ClinicTableRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 8, 45
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\DoctorsInfoCell.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationFilters.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 2, 6, 52
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationPagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 5, 38
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationStatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 4, 39
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationTableRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 9, 79
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor-verification\VerificationsActionsMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 6, 54
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\BulkHelpCards.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\DoctorDeleteModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 5, 54
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\DoctorForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 16, 145
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\DoctorRowAction.tsx", "TypeScript JSX", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 7, 50
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\DoctorTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 21, 210
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\admin\doctor\StatsCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 5, 38
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\EmailLoginStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 60, 0, 0, 0, 0, 1, 12, 73
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\EmailSignupStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 93, 0, 0, 0, 0, 1, 13, 107
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\EmailVerificationStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\ForgetPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 9, 42
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 87, 0, 0, 0, 0, 5, 16, 108
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\LoginOtpStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 45, 0, 0, 0, 0, 1, 9, 55
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\OtpStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 9, 65
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\PhoneLoginStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 7, 45
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\PhoneSignupStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 2, 9, 64
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\ResetPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 10, 46
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\SelectRoleForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 74, 0, 0, 0, 0, 2, 11, 87
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\auth\SignupForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 16, 104
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\DoctorCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\PrescriptionForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 6, 36
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\appointment\AppointmentQueue.tsx", "TypeScript JSX", 0, 0, 0, 0, 125, 0, 0, 0, 0, 8, 16, 149
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\appointment\appointmentSlot.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\AboutDoctor.tsx", "TypeScript JSX", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\BookingPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 125, 0, 0, 0, 0, 5, 16, 146
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\ClinicInfo.tsx", "TypeScript JSX", 0, 0, 0, 0, 55, 0, 0, 0, 0, 4, 9, 68
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\DoctorProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 7, 58
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\DoctorStats.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\Reviews.tsx", "TypeScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 5, 41
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\AppointmentMeta.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 3, 5, 45
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\BookingActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 2, 6, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\BookingConfirmationHero.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 3, 5, 32
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\BookingSummaryCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\DoctorSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 4, 7, 64
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\ExpectationStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 2, 4, 39
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\SupportFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 2, 3, 42
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\booking\confirmation\WhatToExpect.tsx", "TypeScript JSX", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 5, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\CurrentlyConsulting.tsx", "TypeScript JSX", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 35
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 14, 72
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 83, 0, 0, 0, 0, 3, 9, 95
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\StatCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 3, 30
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\StatsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\dashboard\UrgentNotifications.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\earnings\EarningsSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 6, 55
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\earnings\EarningsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 84, 0, 0, 0, 0, 3, 10, 97
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\prescriptions\PrescriptionsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 84, 0, 0, 0, 0, 8, 11, 103
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\settings\ClinicSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 7, 47
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\settings\NotificationSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 8, 60
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\settings\ProfileSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 7, 45
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\doctor\settings\SecuritySettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 7, 39
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\help\FAQAccordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 7, 48
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\help\HelpTopicCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\CTASection.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 8, 4, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\HeroSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 56, 0, 0, 0, 0, 5, 9, 70
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\HowItWorksSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 108, 0, 0, 0, 0, 6, 9, 123
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\SpecialtiesSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 122, 0, 0, 0, 0, 2, 5, 129
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\TopRatedDoctors.tsx", "TypeScript JSX", 0, 0, 0, 0, 160, 0, 0, 0, 0, 16, 15, 191
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\TrustStatsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 64, 0, 0, 0, 0, 4, 8, 76
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\home\WhyHealthDeeSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 98, 0, 0, 0, 0, 4, 7, 109
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\layout\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 9, 13, 139
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\layout\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 61, 0, 0, 0, 0, 5, 8, 74
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\DangerZone.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 3, 30
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\EmergencyContactItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\EmergencyContactSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 7, 40
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\NotificationPrivacySection.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PatientInfoCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PatientSettingsLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PatientSideBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 8, 83
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PatientTopNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 5, 57
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PersonalInfoFieldCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 3, 29
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\PersonalInformationSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 5, 44
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\ProfileHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\patient\ToggleSettingsItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\PasswordInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 1, 7, 46
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\RadioGroup.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 7, 60
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\button.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 22
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 6, 58
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 9, 77
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 19, 202
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 11, 118
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 14, 160
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 11, 121
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 8, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\db\index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\db\schema.ts", "TypeScript", 0, 365, 0, 0, 0, 0, 0, 0, 0, 33, 45, 443
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\db\turso.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\docs\ai-codebase-map.md", "Markdown", 0, 0, 0, 0, 0, 0, 4885, 0, 0, 0, 2657, 7542
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\docs\folder-structure.md", "Markdown", 0, 0, 0, 0, 0, 0, 459, 0, 0, 0, 2, 461
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle.config.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 4, 23
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle\0000_purple_tiger_shark.sql", "MS SQL", 0, 0, 0, 174, 0, 0, 0, 0, 0, 15, 1, 190
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle\0001_exotic_dakota_north.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 7
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle\meta\0000_snapshot.json", "JSON", 1334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1334
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle\meta\0001_snapshot.json", "JSON", 1373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1373
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\drizzle\meta\_journal.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 3, 19
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\export-tree-for-ai.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 9, 34
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\hooks\useAppointment.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\hooks\useAuth.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\hooks\useDebounce.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\hooks\useRole.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\auth.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 2, 7, 38
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\constant.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\routes.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\utils.test.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\lib\validators.tsx", "TypeScript JSX", 0, 0, 0, 0, 111, 0, 0, 0, 0, 25, 32, 168
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\next.config.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 1, 17
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\package-lock.json", "JSON", 12835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12836
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\package.json", "JSON", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\scripts\seed.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 15, 14, 110
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\constants\otp-channel.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\constants\user-role.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\constants\user-status.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\db\types.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 4, 14
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\appointment.domain.ts", "TypeScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 21, 15, 99
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\audit.domain.ts", "TypeScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 18, 11, 103
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\auth.domain.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 15, 14, 93
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\clinic.domain.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 18, 9, 68
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\consent.domain.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 12, 13, 79
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\consultation.domain.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 21, 14, 107
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\doctor.domain.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 15, 15, 97
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\erasure.domain.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 15, 11, 67
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\index.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 30, 10, 50
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\prescription.domain.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 26, 13, 103
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\domain\user.domain.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 12, 11, 60
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\http\response.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\http\route-helpers.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 14, 12, 91
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\middleware\auth.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\middleware\rate-limit.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\ajays\OneDrive\Desktop\project\healthdee\server\policies\ability.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 11, 12, 53
